data/metrics/CGND-HRA-00257-2	105562000
data/metrics/CGND-HRA-00278-2	88225478
data/metrics/CGND-HRA-00591-2	82331600
data/metrics/CGND-HRA-01288-2	100554238
data/metrics/CGND-HRA-01351-2	94427296
data/metrics/CGND-HRA-01368-2	104484606
data/metrics/CGND-HRA-00440	60096839
data/metrics/CGND-HRA-00441	86694474
data/metrics/CGND-HRA-00442	59769062
data/metrics/CGND-HRA-00443	84840138
data/metrics/CGND-HRA-00444	62662924
data/metrics/CGND-HRA-00445	75251346
data/metrics/CGND-HRA-00446	60478147
data/metrics/CGND-HRA-00447	64133194
data/metrics/CGND-HRA-00448	61665489
data/metrics/CGND-HRA-00449	61123507
data/metrics/CGND-HRA-00450	71331186
data/metrics/CGND-HRA-00451	71432490
data/metrics/CGND-HRA-00452	65371130
data/metrics/CGND-HRA-00453	82540066
data/metrics/CGND-HRA-00454	87326121
data/metrics/CGND-HRA-00455	75790436
data/metrics/CGND-HRA-00456	77509888
data/metrics/CGND-HRA-00457	93081766
data/metrics/CGND-HRA-00458	41097180
data/metrics/CGND-HRA-00459	46522973
data/metrics/CGND-HRA-00013	101483464
data/metrics/CGND-HRA-00015	79373468
data/metrics/CGND-HRA-00017	89988872
data/metrics/CGND-HRA-00018	49904102
data/metrics/CGND-HRA-00019	79040144
data/metrics/CGND-HRA-00022	85938629
data/metrics/CGND-HRA-00027	89008447
data/metrics/CGND-HRA-00028	90863668
data/metrics/CGND-HRA-00029	95928213
data/metrics/CGND-HRA-00031	56579706
data/metrics/CGND-HRA-00032	84907885
data/metrics/CGND-HRA-00034	113882856
data/metrics/CGND-HRA-00036	93202512
data/metrics/CGND-HRA-00041	111403174
data/metrics/CGND-HRA-00042	70406858
data/metrics/CGND-HRA-00043	86225796
data/metrics/CGND-HRA-00045	68380527
data/metrics/CGND-HRA-00046	123240857
data/metrics/CGND-HRA-00047	125205449
data/metrics/CGND-HRA-00048	103763964
data/metrics/CGND-HRA-00050	74202833
data/metrics/CGND-HRA-00055	118007193
data/metrics/CGND-HRA-00056	85612819
data/metrics/CGND-HRA-00057	78128509
data/metrics/CGND-HRA-00059	79131560
data/metrics/CGND-HRA-00060	97928884
data/metrics/CGND-HRA-00061	96441148
data/metrics/CGND-HRA-00062	112572817
data/metrics/CGND-HRA-00064	92063558
data/metrics/CGND-HRA-00069	88076402
data/metrics/CGND-HRA-00070	52948661
data/metrics/CGND-HRA-00071	219704667
data/metrics/CGND-HRA-00073	100701791
data/metrics/CGND-HRA-00074	115641509
data/metrics/CGND-HRA-00075	132388850
data/metrics/CGND-HRA-00076	86283250
data/metrics/CGND-HRA-00078	60719734
data/metrics/CGND-HRA-00083	97922544
data/metrics/CGND-HRA-00085	120558329
data/metrics/CGND-HRA-00087	61716852
data/metrics/CGND-HRA-00088	89988331
data/metrics/CGND-HRA-00090	81878820
data/metrics/CGND-HRA-00092	92506391
data/metrics/CGND-HRA-00099	85821644
data/metrics/CGND-HRA-00101	74791348
data/metrics/CGND-HRA-00108	96755260
data/metrics/CGND-HRA-00110	72550848
data/metrics/CGND-HRA-00111	92808010
data/metrics/CGND-HRA-00203	77849559
data/metrics/CGND-HRA-00204	75038528
data/metrics/CGND-HRA-00205	68323452
data/metrics/CGND-HRA-00206	70994214
data/metrics/CGND-HRA-00207	35401009
data/metrics/CGND-HRA-00208	85578336
data/metrics/CGND-HRA-00209	41500289
data/metrics/CGND-HRA-00210	81737279
data/metrics/CGND-HRA-00211	92820859
data/metrics/CGND-HRA-00212	88064237
data/metrics/CGND-HRA-00213	121124587
data/metrics/CGND-HRA-00214	76606532
data/metrics/CGND-HRA-00215	64702828
data/metrics/CGND-HRA-00216	94988808
data/metrics/CGND-HRA-00217	60966801
data/metrics/CGND-HRA-00218	109710526
data/metrics/CGND-HRA-00219	59159367
data/metrics/CGND-HRA-00220	119010470
data/metrics/CGND-HRA-00221	74552295
data/metrics/CGND-HRA-00222	82122585
data/metrics/CGND-HRA-00223	117519828
data/metrics/CGND-HRA-00224	89984464
data/metrics/CGND-HRA-00225	85641977
data/metrics/CGND-HRA-00226	99442349
data/metrics/CGND-HRA-00227	83269221
data/metrics/CGND-HRA-00228	40170293
data/metrics/CGND-HRA-00229	88039423
data/metrics/CGND-HRA-00230	99581861
data/metrics/CGND-HRA-00231	130620324
data/metrics/CGND-HRA-00232	75194616
data/metrics/CGND-HRA-00233	81943308
data/metrics/CGND-HRA-00234	90697658
data/metrics/CGND-HRA-00235	109085225
data/metrics/CGND-HRA-00236	124920738
data/metrics/CGND-HRA-00237	82147479
data/metrics/CGND-HRA-00238	80020741
data/metrics/CGND-HRA-00684	116496617
data/metrics/CGND-HRA-00685	118037191
data/metrics/CGND-HRA-00686	95422043
data/metrics/CGND-HRA-00687	76550815
data/metrics/CGND-HRA-00688	81064020
data/metrics/CGND-HRA-00689	77408168
data/metrics/CGND-HRA-00690	86455905
data/metrics/CGND-HRA-00691	87357766
data/metrics/CGND-HRA-00692	69403392
data/metrics/CGND-HRA-00693	87861366
data/metrics/CGND-HRA-00694	80182950
data/metrics/CGND-HRA-00695	74689045
data/metrics/CGND-HRA-00696	114587441
data/metrics/CGND-HRA-00697	89587229
data/metrics/CGND-HRA-00698	87644056
data/metrics/CGND-HRA-00700	94283776
data/metrics/CGND-HRA-00701	71888277
data/metrics/CGND-HRA-00702	82057397
data/metrics/CGND-HRA-00703	82120268
data/metrics/CGND-HRA-00704	74112074
data/metrics/CGND-HRA-00705	105536369
data/metrics/CGND-HRA-00707	115662012
data/metrics/CGND-HRA-00708	85288111
data/metrics/CGND-HRA-00709	94481477
data/metrics/CGND-HRA-00710	65493546
data/metrics/CGND-HRA-00714	103848394
data/metrics/CGND-HRA-00715	74466133
data/metrics/CGND-HRA-00716	81412928
data/metrics/CGND-HRA-00717	97674384
data/metrics/CGND-HRA-00054	41873839
data/metrics/CGND-HRA-00068	90962848
data/metrics/CGND-HRA-00077	43617379
data/metrics/CGND-HRA-00082	89039554
data/metrics/CGND-HRA-00089	124179650
data/metrics/CGND-HRA-00091	100210131
data/metrics/CGND-HRA-00096	99086902
data/metrics/CGND-HRA-00100	40836253
data/metrics/CGND-HRA-00104	81588824
data/metrics/CGND-HRA-00106	104014626
data/metrics/CGND-HRA-00118	79329387
data/metrics/CGND-HRA-00121	42956259
data/metrics/CGND-HRA-00128	132648934
data/metrics/CGND-HRA-00134	75587184
data/metrics/CGND-HRA-00143	95044947
data/metrics/CGND-HRA-00149	111893476
data/metrics/CGND-HRA-00151	136116742
data/metrics/CGND-HRA-00154	93817885
data/metrics/CGND-HRA-00156	111677290
data/metrics/CGND-HRA-00159	88280624
data/metrics/CGND-HRA-00166	92903869
data/metrics/CGND-HRA-00168	94353592
data/metrics/CGND-HRA-00169	76563471
data/metrics/CGND-HRA-00170	99932716
data/metrics/CGND-HRA-00171	83569781
data/metrics/CGND-HRA-00178	83260538
data/metrics/CGND-HRA-00179	106757618
data/metrics/CGND-HRA-00182	76732120
data/metrics/CGND-HRA-00183	94536035
data/metrics/CGND-HRA-00193	101906086
data/metrics/CGND-HRA-00194	59169997
data/metrics/CGND-HRA-00196	90294038
data/metrics/CGND-HRA-00197	78431909
data/metrics/CGND-HRA-00202	67001405
data/metrics/CGND-HRA-00706	82685834
data/metrics/CGND-HRA-00713	93811976
data/metrics/CGND-HRA-00718	80010768
data/metrics/CGND-HRA-00719	109561246
data/metrics/CGND-HRA-00720	82428341
data/metrics/CGND-HRA-00721	88458413
data/metrics/CGND-HRA-00722	99864905
data/metrics/CGND-HRA-00723	86288900
data/metrics/CGND-HRA-00724	77997684
data/metrics/CGND-HRA-00725	100323066
data/metrics/CGND-HRA-00726	93787881
data/metrics/CGND-HRA-00727	90896666
data/metrics/CGND-HRA-00728	94245020
data/metrics/CGND-HRA-00729	89003350
data/metrics/CGND-HRA-00730	71890963
data/metrics/CGND-HRA-00014	89586551
data/metrics/CGND-HRA-00016	85007043
data/metrics/CGND-HRA-00020	72703643
data/metrics/CGND-HRA-00021	66930087
data/metrics/CGND-HRA-00023	118430186
data/metrics/CGND-HRA-00024	73528285
data/metrics/CGND-HRA-00025	81841063
data/metrics/CGND-HRA-00026	108242922
data/metrics/CGND-HRA-00035	85273018
data/metrics/CGND-HRA-00037	68378557
data/metrics/CGND-HRA-00038	98307859
data/metrics/CGND-HRA-00039	97230723
data/metrics/CGND-HRA-00040	82582450
data/metrics/CGND-HRA-00049	113619315
data/metrics/CGND-HRA-00051	90561262
data/metrics/CGND-HRA-00052	115744528
data/metrics/CGND-HRA-00053	75492432
data/metrics/CGND-HRA-00058	72709013
data/metrics/CGND-HRA-00063	96229793
data/metrics/CGND-HRA-00065	95924431
data/metrics/CGND-HRA-00066	107283755
data/metrics/CGND-HRA-00072	91865160
data/metrics/CGND-HRA-00079	121060594
data/metrics/CGND-HRA-00081	98686993
data/metrics/CGND-HRA-00084	95864874
data/metrics/CGND-HRA-00086	98119365
data/metrics/CGND-HRA-00093	83253419
data/metrics/CGND-HRA-00095	77714564
data/metrics/CGND-HRA-00124	72034623
data/metrics/CGND-HRA-00126	87512378
data/metrics/CGND-HRA-00129	83924760
data/metrics/CGND-HRA-00139	122098658
data/metrics/CGND-HRA-00148	96689509
data/metrics/CGND-HRA-00160	123317910
data/metrics/CGND-HRA-00295	123442111
data/metrics/CGND-HRA-00296	77544854
data/metrics/CGND-HRA-00297	97122378
data/metrics/CGND-HRA-00298	80531062
data/metrics/CGND-HRA-00299	63318377
data/metrics/CGND-HRA-00300	81296376
data/metrics/CGND-HRA-00301	80031889
data/metrics/CGND-HRA-00302	94087349
data/metrics/CGND-HRA-00303	69001967
data/metrics/CGND-HRA-00304	84416820
data/metrics/CGND-HRA-00305	156030547
data/metrics/CGND-HRA-00306	64576346
data/metrics/CGND-HRA-00307	77693333
data/metrics/CGND-HRA-00308	87222721
data/metrics/CGND-HRA-00309	56339417
data/metrics/CGND-HRA-00310	78444871
data/metrics/CGND-HRA-00311	61463155
data/metrics/CGND-HRA-00312	86304507
data/metrics/CGND-HRA-00313	74660998
data/metrics/CGND-HRA-00314	87490390
data/metrics/CGND-HRA-00315	82200414
data/metrics/CGND-HRA-00316	56881752
data/metrics/CGND-HRA-00317	75299205
data/metrics/CGND-HRA-00318	74069510
data/metrics/CGND-HRA-00319	62321920
data/metrics/CGND-HRA-00320	67343540
data/metrics/CGND-HRA-00321	54309130
data/metrics/CGND-HRA-00323	60668282
data/metrics/CGND-HRA-00324	56209892
data/metrics/CGND-HRA-00325	81955283
data/metrics/CGND-HRA-00326	72712824
data/metrics/CGND-HRA-00328	89397599
data/metrics/CGND-HRA-00330	80156037
data/metrics/CGND-HRA-00331	78278229
data/metrics/CGND-HRA-00333	93829852
data/metrics/CGND-HRA-00334	67645820
data/metrics/CGND-HRA-00335	77477428
data/metrics/CGND-HRA-00336	70304070
data/metrics/CGND-HRA-00338	79624356
data/metrics/CGND-HRA-00340	73708582
data/metrics/CGND-HRA-00341	82103665
data/metrics/CGND-HRA-00342	68820216
data/metrics/CGND-HRA-00343	88067490
data/metrics/CGND-HRA-00344	107978589
data/metrics/CGND-HRA-00345	75615962
data/metrics/CGND-HRA-00346	92318033
data/metrics/CGND-HRA-00347	79837746
data/metrics/CGND-HRA-00348	82225673
data/metrics/CGND-HRA-00350	81645995
data/metrics/CGND-HRA-00352	85663788
data/metrics/CGND-HRA-00353	95689416
data/metrics/CGND-HRA-00380	76969996
data/metrics/CGND-HRA-00381	81571038
data/metrics/CGND-HRA-00382	82219502
data/metrics/CGND-HRA-00383	89290356
data/metrics/CGND-HRA-00384	110498810
data/metrics/CGND-HRA-00385	75453165
data/metrics/CGND-HRA-00386	98340043
data/metrics/CGND-HRA-00387	57925010
data/metrics/CGND-HRA-00388	92095813
data/metrics/CGND-HRA-00339	91993561
data/metrics/CGND-HRA-00349	88706895
data/metrics/CGND-HRA-00351	80297310
data/metrics/CGND-HRA-00354	80264246
data/metrics/CGND-HRA-00355	76049285
data/metrics/CGND-HRA-00356	81919512
data/metrics/CGND-HRA-00357	100642110
data/metrics/CGND-HRA-00358	76697721
data/metrics/CGND-HRA-00359	77554899
data/metrics/CGND-HRA-00360	88151236
data/metrics/CGND-HRA-00361	75682034
data/metrics/CGND-HRA-00362	78590825
data/metrics/CGND-HRA-00363	92888138
data/metrics/CGND-HRA-00365	82448373
data/metrics/CGND-HRA-00366	82434249
data/metrics/CGND-HRA-00367	70503254
data/metrics/CGND-HRA-00368	49915473
data/metrics/CGND-HRA-00369	83818288
data/metrics/CGND-HRA-00370	78949946
data/metrics/CGND-HRA-00372	80916041
data/metrics/CGND-HRA-00373	71875255
data/metrics/CGND-HRA-00374	97947118
data/metrics/CGND-HRA-00375	83298909
data/metrics/CGND-HRA-00376	95036870
data/metrics/CGND-HRA-00389	80265312
data/metrics/CGND-HRA-00390	85600673
data/metrics/CGND-HRA-00391	95091595
data/metrics/CGND-HRA-00392	85512694
data/metrics/CGND-HRA-00393	98118378
data/metrics/CGND-HRA-00394	57091085
data/metrics/CGND-HRA-00395	103909497
data/metrics/CGND-HRA-00396	71981854
data/metrics/CGND-HRA-00397	98484003
data/metrics/CGND-HRA-00398	71286897
data/metrics/CGND-HRA-00399	89774027
data/metrics/CGND-HRA-00400	78029523
data/metrics/CGND-HRA-00401	84771706
data/metrics/CGND-HRA-00402	43638263
data/metrics/CGND-HRA-00403	100012088
data/metrics/CGND-HRA-00404	75210226
data/metrics/CGND-HRA-00405	81389201
data/metrics/CGND-HRA-00406	88502611
data/metrics/CGND-HRA-00407	69644372
data/metrics/CGND-HRA-00408	92045695
data/metrics/CGND-HRA-00409	81805657
data/metrics/CGND-HRA-00410	100218899
data/metrics/CGND-HRA-00411	84187032
data/metrics/CGND-HRA-00412	98855383
data/metrics/CGND-HRA-00751	51719971
data/metrics/CGND-HRA-00752	93020104
data/metrics/CGND-HRA-00753	81730818
data/metrics/CGND-HRA-00754	68705008
data/metrics/CGND-HRA-00755	65108808
data/metrics/CGND-HRA-00756	113035916
data/metrics/CGND-HRA-00757	55158248
data/metrics/CGND-HRA-00758	135246272
data/metrics/CGND-HRA-00759	70311420
data/metrics/CGND-HRA-00760	94661721
data/metrics/CGND-HRA-00773	75773090
data/metrics/CGND-HRA-00774	65859970
data/metrics/CGND-HRA-00775	88586789
data/metrics/CGND-HRA-00776	95061591
data/metrics/CGND-HRA-00777	80902355
data/metrics/CGND-HRA-00783	93085092
data/metrics/CGND-HRA-00784	63648757
data/metrics/CGND-HRA-00785	71469767
data/metrics/CGND-HRA-00786	71015644
data/metrics/CGND-HRA-00787	64378982
data/metrics/CGND-HRA-00788	69890181
data/metrics/CGND-HRA-00789	80774060
data/metrics/CGND-HRA-00790	77994463
data/metrics/CGND-HRA-00791	107667612
data/metrics/CGND-HRA-00792	60257880
data/metrics/CGND-HRA-00793	91179514
data/metrics/CGND-HRA-00794	91386498
data/metrics/CGND-HRA-00795	79722822
data/metrics/CGND-HRA-00796	68186089
data/metrics/CGND-HRA-00798	77185227
data/metrics/CGND-HRA-00799	92636778
data/metrics/CGND-HRA-00871	69977166
data/metrics/CGND-HRA-00872	81124630
data/metrics/CGND-HRA-00873	100955079
data/metrics/CGND-HRA-00874	54537310
data/metrics/CGND-HRA-00875	62978372
data/metrics/CGND-HRA-00925	73681583
data/metrics/CGND-HRA-00926	84189608
data/metrics/CGND-HRA-00927	68161251
data/metrics/CGND-HRA-00928	80818760
data/metrics/CGND-HRA-00929	112356927
data/metrics/CGND-HRA-00414	73922716
data/metrics/CGND-HRA-00653	102044073
data/metrics/CGND-HRA-00654	82081840
data/metrics/CGND-HRA-00655	84341959
data/metrics/CGND-HRA-00656	81266821
data/metrics/CGND-HRA-00657	91108345
data/metrics/CGND-HRA-00175	86592363
data/metrics/CGND-HRA-00270	95387920
data/metrics/CGND-HRA-00277	72367864
data/metrics/CGND-HRA-00282	114330071
data/metrics/CGND-HRA-00377	72403939
data/metrics/CGND-HRA-00378	81125548
data/metrics/CGND-HRA-00379	79192654
data/metrics/CGND-HRA-00413	87974615
data/metrics/CGND-HRA-00415	89335292
data/metrics/CGND-HRA-00416	87990239
data/metrics/CGND-HRA-00417	118621279
data/metrics/CGND-HRA-00418	121542007
data/metrics/CGND-HRA-00419	110978689
data/metrics/CGND-HRA-00420	108578858
data/metrics/CGND-HRA-00421	75483534
data/metrics/CGND-HRA-00422	66088516
data/metrics/CGND-HRA-00423	60274199
data/metrics/CGND-HRA-00424	68064892
data/metrics/CGND-HRA-00425	61889560
data/metrics/CGND-HRA-00426	64669435
data/metrics/CGND-HRA-00427	68147184
data/metrics/CGND-HRA-00428	57691787
data/metrics/CGND-HRA-00429	81940254
data/metrics/CGND-HRA-00430	73281066
data/metrics/CGND-HRA-00431	51718859
data/metrics/CGND-HRA-00432	67282028
data/metrics/CGND-HRA-00433	117936200
data/metrics/CGND-HRA-00434	115712297
data/metrics/CGND-HRA-00435	63932413
data/metrics/CGND-HRA-00436	58503752
data/metrics/CGND-HRA-00437	80433527
data/metrics/CGND-HRA-00438	90204921
data/metrics/CGND-HRA-00439	83805507
data/metrics/CGND-HRA-00242	90037071
data/metrics/CGND-HRA-00250	87574925
data/metrics/CGND-HRA-00251	75754673
data/metrics/CGND-HRA-00252	81726926
data/metrics/CGND-HRA-00254	85277344
data/metrics/CGND-HRA-00260	80535878
data/metrics/CGND-HRA-00261	82048528
data/metrics/CGND-HRA-00262	95130260
data/metrics/CGND-HRA-00264	85508497
data/metrics/CGND-HRA-00272	93753252
data/metrics/CGND-HRA-00275	73723697
data/metrics/CGND-HRA-00276	95697452
data/metrics/CGND-HRA-00284	81659973
data/metrics/CGND-HRA-00285	90278094
data/metrics/CGND-HRA-00288	81150902
data/metrics/CGND-HRA-00337	63225773
data/metrics/CGND-HRA-00364	89418706
data/metrics/CGND-HRA-00612	111591356
data/metrics/CGND-HRA-00241	60785109
data/metrics/CGND-HRA-00245	93783970
data/metrics/CGND-HRA-00246	91011585
data/metrics/CGND-HRA-00247	69242893
data/metrics/CGND-HRA-00248	66423098
data/metrics/CGND-HRA-00255	93480383
data/metrics/CGND-HRA-00256	116554119
data/metrics/CGND-HRA-00258	48468738
data/metrics/CGND-HRA-00259	69225181
data/metrics/CGND-HRA-00263	59123167
data/metrics/CGND-HRA-00265	75999659
data/metrics/CGND-HRA-00266	67494657
data/metrics/CGND-HRA-00267	68440217
data/metrics/CGND-HRA-00268	64204889
data/metrics/CGND-HRA-00269	104883384
data/metrics/CGND-HRA-00279	97615059
data/metrics/CGND-HRA-00280	82169337
data/metrics/CGND-HRA-00281	93980595
data/metrics/CGND-HRA-00283	47858268
data/metrics/CGND-HRA-00286	72353998
data/metrics/CGND-HRA-00287	82293823
data/metrics/CGND-HRA-00523	73512609
data/metrics/CGND-HRA-00525	72150275
data/metrics/CGND-HRA-00526	78060278
data/metrics/CGND-HRA-00527	79822374
data/metrics/CGND-HRA-00528	68776487
data/metrics/CGND-HRA-00529	82510340
data/metrics/CGND-HRA-00530	73734547
data/metrics/CGND-HRA-00553	79868694
data/metrics/CGND-HRA-00554	83816618
data/metrics/CGND-HRA-00559	70487702
data/metrics/CGND-HRA-00560	82903587
data/metrics/CGND-HRA-00563	64254197
data/metrics/CGND-HRA-00564	52877895
data/metrics/CGND-HRA-00565	55248492
data/metrics/CGND-HRA-00566	64823680
data/metrics/CGND-HRA-00567	83944957
data/metrics/CGND-HRA-00568	67379564
data/metrics/CGND-HRA-00569	74370626
data/metrics/CGND-HRA-00570	60772559
data/metrics/CGND-HRA-00531	95940087
data/metrics/CGND-HRA-00532	105930400
data/metrics/CGND-HRA-00533	73140908
data/metrics/CGND-HRA-00534	83536333
data/metrics/CGND-HRA-00535	87912642
data/metrics/CGND-HRA-00536	65718427
data/metrics/CGND-HRA-00538	89780202
data/metrics/CGND-HRA-00540	108183204
data/metrics/CGND-HRA-00542	79226005
data/metrics/CGND-HRA-00543	71030888
data/metrics/CGND-HRA-00544	69745752
data/metrics/CGND-HRA-00545	73819361
data/metrics/CGND-HRA-00546	77293419
data/metrics/CGND-HRA-00547	90475553
data/metrics/CGND-HRA-00549	58993113
data/metrics/CGND-HRA-00550	98554396
data/metrics/CGND-HRA-00551	93498051
data/metrics/CGND-HRA-00555	81319184
data/metrics/CGND-HRA-00556	82329681
data/metrics/CGND-HRA-00557	100150548
data/metrics/CGND-HRA-00558	85418933
data/metrics/CGND-HRA-00561	90738655
data/metrics/CGND-HRA-00562	96337866
data/metrics/CGND-HRA-00571	141719067
data/metrics/CGND-HRA-00572	43783892
data/metrics/CGND-HRA-00573	83045821
data/metrics/CGND-HRA-00574	75116058
data/metrics/CGND-HRA-00575	75841483
data/metrics/CGND-HRA-00576	95626285
data/metrics/CGND-HRA-00577	90817620
data/metrics/CGND-HRA-00578	69925532
data/metrics/CGND-HRA-00579	77008763
data/metrics/CGND-HRA-00580	52037139
data/metrics/CGND-HRA-00581	184193037
data/metrics/CGND-HRA-00582	70251622
data/metrics/CGND-HRA-00583	86931510
data/metrics/CGND-HRA-00584	77609410
data/metrics/CGND-HRA-00585	109892062
data/metrics/CGND-HRA-00590	86276094
data/metrics/CGND-HRA-00593	77258265
data/metrics/CGND-HRA-00596	73694654
data/metrics/CGND-HRA-00598	88362901
data/metrics/CGND-HRA-00601	111165813
data/metrics/CGND-HRA-00631	87510524
data/metrics/CGND-HRA-00633	81667885
data/metrics/CGND-HRA-00634	93049588
data/metrics/CGND-HRA-00240	76802788
data/metrics/CGND-HRA-00243	54953818
data/metrics/CGND-HRA-00244	58012963
data/metrics/CGND-HRA-00249	78285938
data/metrics/CGND-HRA-00271	80654019
data/metrics/CGND-HRA-00273	77199499
data/metrics/CGND-HRA-00548	66968258
data/metrics/CGND-HRA-00552	71388593
data/metrics/CGND-HRA-00586	95481382
data/metrics/CGND-HRA-00587	41801841
data/metrics/CGND-HRA-00588	70677887
data/metrics/CGND-HRA-00589	112224733
data/metrics/CGND-HRA-00592	98844017
data/metrics/CGND-HRA-00594	71062224
data/metrics/CGND-HRA-00595	122797782
data/metrics/CGND-HRA-00599	59857001
data/metrics/CGND-HRA-00600	74935428
data/metrics/CGND-HRA-00603	93116707
data/metrics/CGND-HRA-00604	91620079
data/metrics/CGND-HRA-00605	155742094
data/metrics/CGND-HRA-00606	90557660
data/metrics/CGND-HRA-00609	86513617
data/metrics/CGND-HRA-00620	86819493
data/metrics/CGND-HRA-00621	74896616
data/metrics/CGND-HRA-00622	103085670
data/metrics/CGND-HRA-00623	80087951
data/metrics/CGND-HRA-01185	105609513
data/metrics/CGND-HRA-01186	69845414
data/metrics/CGND-HRA-01187	86521991
data/metrics/CGND-HRA-01204	77509612
data/metrics/CGND-HRA-01205	87873894
data/metrics/CGND-HRA-01206	98923559
data/metrics/CGND-HRA-01207	62909827
data/metrics/CGND-HRA-01208	76488867
data/metrics/CGND-HRA-01209	78487878
data/metrics/CGND-HRA-01219	77906335
data/metrics/CGND-HRA-01220	84377578
data/metrics/CGND-HRA-01222	80190223
data/metrics/CGND-HRA-01223	87765842
data/metrics/CGND-HRA-01224	68847485
data/metrics/CGND-HRA-01225	86594791
data/metrics/CGND-HRA-01227	68926222
data/metrics/CGND-HRA-01228	91278362
data/metrics/CGND-HRA-01234	95975181
data/metrics/CGND-HRA-01235	76002340
data/metrics/CGND-HRA-01236	90413305
data/metrics/CGND-HRA-00239	75670331
data/metrics/CGND-HRA-00539	73127327
data/metrics/CGND-HRA-00607	88643742
data/metrics/CGND-HRA-00608	65361361
data/metrics/CGND-HRA-00610	89214453
data/metrics/CGND-HRA-00611	74141025
data/metrics/CGND-HRA-00613	86603102
data/metrics/CGND-HRA-00614	79214719
data/metrics/CGND-HRA-00615	78369162
data/metrics/CGND-HRA-00616	75406734
data/metrics/CGND-HRA-01212	78158725
data/metrics/CGND-HRA-01213	75575872
data/metrics/CGND-HRA-01217	77539787
data/metrics/CGND-HRA-01218	79024644
data/metrics/CGND-HRA-01231	80984134
data/metrics/CGND-HRA-01232	71703763
data/metrics/CGND-HRA-01233	81405911
data/metrics/CGND-HRA-01237	48543915
data/metrics/CGND-HRA-01238	82808026
data/metrics/CGND-HRA-01239	85636714
data/metrics/CGND-HRA-01240	92672878
data/metrics/CGND-HRA-01241	76885135
data/metrics/CGND-HRA-01242	83524909
data/metrics/CGND-HRA-01243	69747635
data/metrics/CGND-HRA-01244	96382524
data/metrics/CGND-HRA-01245	64203780
data/metrics/CGND-HRA-01246	67258669
data/metrics/CGND-HRA-01247	81083594
data/metrics/CGND-HRA-01248	64038624
data/metrics/CGND-HRA-01251	78405384
data/metrics/CGND-HRA-01253	77227806
data/metrics/CGND-HRA-01254	76425968
data/metrics/CGND-HRA-01255	70642355
data/metrics/CGND-HRA-01256	95566105
data/metrics/CGND-HRA-01257	85238801
data/metrics/CGND-HRA-01258	81320997
data/metrics/CGND-HRA-01259	63644262
data/metrics/CGND-HRA-01260	72067410
data/metrics/CGND-HRA-01261	76749789
data/metrics/CGND-HRA-01263	80150346
data/metrics/CGND-HRA-01264	82030482
data/metrics/CGND-HRA-01265	76026364
data/metrics/CGND-HRA-01266	67965017
data/metrics/CGND-HRA-01267	115988139
data/metrics/CGND-HRA-01269	80319636
data/metrics/CGND-HRA-00618	48758033
data/metrics/CGND-HRA-01270	85260468
data/metrics/CGND-HRA-01283	83946791
data/metrics/CGND-HRA-01284	93235535
data/metrics/CGND-HRA-01285	89226754
data/metrics/CGND-HRA-01291	79345998
data/metrics/CGND-HRA-01292	57200385
